text,label,language
I'm A VeGeTaRiAN BuT I eAt FiSh,1,english
"우와, 그걸로 아이스크림 한 개는 사겠네!",1,korean
"Einfach weiter grinsen und so tun, als wäre ein Mann taub! Genial gelöst!",1,german
先不说他被咱们问愣了几次,0,chinese
بذوب بضحتك الله يخليلنا إياها وما يحرمنا منها #نادين_نسيب_نجيم #في_بيتنا_ضيف #nnn #nadinenassibnjeim @user http,0,arabic
user: @user بس كنت بهزر مع جوجل,1,arabic
那就是五万了,1,chinese
ساعة أبل في الأسواق مرة أخرى http,0,arabic
爸你去干吗呀,0,chinese
"Hallo? Waffen verteidigen unsere Demokratie? So gesehen ist in Rüstung investieren sogar extrem nachhaltig. Nachhaltige Rüstungsaktien mit gutem Gewissen schweinereich werden. Gut, es sei denn, es kommt doch noch überraschend zu einem Frieden. Aber jetzt malen wir den Teufel mal nicht an die Wand.",1,german
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1,english
我现在已经不是你们家的儿媳妇,0,chinese
As a kid I definitely thought I’d come into contact with quick sand way more than I have,0,english
"그렇군요, 그래서 그것들이 제일 맛있는 거죠.",0,korean
报国不忘致富嘛,0,chinese
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1,english
Falling asleep at your laptop is always fun,1,english
"Leute, wann ist offene Korruption eigentlich olympisch geworden?",1,german
what a great day to be stuck inside,1,english
我呀我是来泡妞的,0,chinese
تزامن الزحوفات على #ميدي #البقع #تعز #صرواح من الساعة الأولى التي حددها #كيري لإيقاف الحرب دليل على أنها مكيدة #امريكية ولكن سلاحنا صاحي,0,arabic
"Erschreckend wenig zum ganzen Themenkomplex Klimawandel. Sehr wenig, aber gut, eilt ja auch nicht. Ich sag mal, im Bodensee sind ja fast noch drei Liter Wasser drin, wie man hört.",1,german
"Natürlich, ja. Wahrscheinlich kann man den sogar für Kindergeburtstage buchen, wenn man einen Trump Tower neben die Hüpfburg baut.",1,german
Ahhh I get to listen to a cement mixer all day. Awesome.,1,english
http ويندوز 10 عربي 32 بت iso برابط مباشر http,0,arabic
user @user @user تحكمون إذا كان الوطنيه هي في تأييد السيسي وشتم أردوغان وكلاهما حليف فتلك قسمة ضيزى,1,arabic
"Manche denken immer noch, der Trump wird wohl nicht seine eigene Wirtschaft versenken. So doof kann er nicht sein. Doch, kann er.",1,german
子乔精神恢复得不错嘛,1,chinese
要不要趁热尝一尝,1,chinese
너무 더워서 옆에 앉아있기가 힘들었어.,0,korean
عندما تجتمع ثرثارة المستقبل مع سخيفة النهار! الله يرحمك يا #جبران_تويني http,1,arabic
"Es scheint für große Teile der Welt ein Affront zu sein, wenn Menschen irgendwo angefangen haben, dicker zu sein als andere.",0,german
Dann wäre sie bei 50 Kilogramm und das wäre bei ihrer Größe Untergewicht. Sehr kompetente Beratung.,1,german
그래도 그 힘든 시간이 좋은 추억이 되셨겠군요.,1,korean
user: الكاسير: ميسي لاعب رائع جدا ، وقد فاجئني كشخص انه مثال للتواضع,0,arabic
可能吧我只是帮他打个酱油的,0,chinese
i'm gonna be real i voted weeks ago and i'm lowkey sad i don't get a sticker,0,english
그럼 바느질은 처음부터 배우시는 거군요. 정말 빠르게 배우실 것 같네요.,1,korean
أحمد حلمي: أنا شايف أنه شرف عظيم لأي راجل أنه يتكرم بجايزة تحمل أسم ست ❤#مهرجان_القاهرة_السينمائي,0,arabic
"Ok, so @USER and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: HTTPURL HTTPURL",1,english
그래도 한 치수 크게 사서 잘 맞는다니 다행이네요.,0,korean
그럼 아마도 집안 곳곳이 독특한 예술작품으로 가득 차 있겠군요.,1,korean
"now I’m no mathematician, but pretty sure it doesn’t take 7 cops to arrest 1 person",0,english
"Ich sag mal so, wenn der Wehrdienst das beste Jahr deines bisherigen Lebens war, dann war dein bisheriges Leben relativ scheiße.",1,german
i wish i could tap in to the government bank account,1,english
我能做的我一定去做,0,chinese
被门夹过的核桃,1,chinese
不愧是关中大侠,1,chinese
اليمنية| #بسمة وطن يفوز على #النسور بسداسية بدوري “نفدي ترابك يا #تعز”http,0,arabic
i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual,0,english
انتهيت من أداء العمرة فإنه منظر عظيم أن تجد الملايين يستغيث ون بالله تعالى يا رب انصرنا و احفظ بلادنا و افتح,0,arabic
"와, 학교 식당에서 그렇게 고급 햄버거를 팔고 있구나.",1,korean
user: رافقت النائب فلاح الصواغ ومجموعة من النواب إلى حلبووجدت في أبو سعود وبقية الأخوة صدق المشاعر وعظم الشعور بالمسؤولية لنص…,0,arabic
"Genau, das haben Kreditgeber in der Regel nicht, denn das sind zum Beispiel Banker, kommt im weitesten Sinne auch aus dem Lateinischen und hat was mit zurückgegelten Haaren und protzigen Glastürmen zu tun.",1,german
Blatantly obvious that Lionel Messi is now set for a move to Leeds. The Newell’s old boys network.,1,english
كله يا سيسي,1,arabic
디저트와 음료로 건강을 챙기시는 거 좋은 생각이네요.,1,korean
user سيقدم دليل ان هيلاري كلنتون طرحت فكرة تصفية الرجل بسبب التسريبات التي يقوم بها,0,arabic
الناتو ضرب العراق وليبيا بالاف الطائرات وذبحوا صدام والقذافي بمنتهي الاهانه من اجل الحريه والديمقراطيه للعرب منتهي الغباء,1,arabic
"Wenn deutsche Behörden seltener zur Verfügung stehen als die Eismaschine bei McDonalds, dann sollte man sich vielleicht langsam anfangen, Sorgen zu machen. Denn die sind ja jetzt schon überlastet. Und dann gehen noch 40% der Verwaltungsangestellten in Rente. Was passiert denn dann?",1,german
그럼요. 그리고 열대과일도 맛있더라고요.,0,korean
放心摔不着,0,chinese
그럼 앞으로는 사랑해요라고 외치며 당신에게 달려가겠습니다.,0,korean
救你的人是用能够给唐莹定罪的那张房卡,0,chinese
"So, die Unionsbasis ist derweil immer noch irgendwie sauer auf Friedrich Merz. Auch weil er sich angeblich zu sehr von der SPD über den Tisch hat ziehen lassen.",1,german
"와, 너무 기대되네요. 이렇게 불확실한 상황에서도.",1,korean
"오, 잘 됐네. 병원비랑 치료비 아끼려면 그 방법이 최고야.",1,korean
"Ja, der Investitionsbooster. Okay, ich persönlich hätte es nicht Booster genannt, weil dann direkt wieder die Impfgegner durchdrehen. Ja.",1,german
对不起我不知道你会抽烟,0,chinese
他自个怯敌不说,0,chinese
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1,english
去夜总会干嘛呀,0,chinese
"아, 제가 바로 조미 빵을 참 좋아하는군요.",1,korean
"Leider kann man aber diese Normen nicht einfach ignorieren, obwohl es keine Gesetze sind. Der Grund ist nämlich, Gerichte nehmen Normen immer wieder als Grundlage für Entscheidungen. Und damit werden sie verbindlich, auch wenn sie eigentlich nur Empfehlungen sind.",0,german
I've been doing physics for 40 minutes I think I deserve a break I'm never going to get it all done at this rate,1,english
user: اكبر سبب لظهور الإرهاب هو قمع الشعوب الأسد و حلفاء الأسد مثل السيسي أنظمة الاستبداد تصنع الإرهاب لقمع الناس لقمع الستات…,1,arabic
两头都不着面,1,chinese
Das hat nicht geklappt. Ist aber auch schon zwei Monate her. Also nach Söder-Zeitrechnung sieben Meinungswechsel.,1,german
user: #أطفال _سورياطفولة☹تستنجد إنسانيةعالم تواطئعلى دمائهماغتال أحلامهمواغتال أرواحهمدون أنيرف لهم جفنأو يرق لهم قلب#س…,1,arabic
"Ja, wenn jemand durch die Geschichte der NS-Zeit wirklich Qualen erlitten hat, dann die armen Deutschen, die sich ständig erinnern müssen.",1,german
user @user هذه نتائج ربع تحرير الجزائر من فرنساوخذلان جبة الانقاذ عندما فازت بالانتخاباتأتذكرون؟حدث لهم كما حدث في مصر,0,arabic
得驴没来他来了,1,chinese
嘿我说你这小子,0,chinese
إهداء إلى أمى الغاليه,0,arabic
أيها الملحد، لو نمت وحلمت بأن الإسلام سينتهي فعليك أن تصحو من نومك وتعتذر. http #زواج_مسلمه_بملحد,1,arabic
Love how Kingston just ripped the buckle pad off AEWAllOut,0,english
"Well done @USER and @USER, great leadership! HTTPURL",0,english
"الجزيرة: ""يوم الغفران"".. عيد يهودي يشل إسرائيل: يعد ""يوم الغفران"" أحد أهم الأعياد الدينية اليهودية، وهو اليوم... http",0,arabic
"fuck off calling your book ""eleanor oliphant is completely fine"" twee curly license-free font horseshit. radio 4 book club dick ass. call your book ""Pussy Popping At The Homicide Casino"" or i am not reading it",0,english
你的相亲活动也和谐了,1,chinese
سايب صاحبك يهزر معاك و يشتمك بامك ؟ معلش اصلها فكرت نفسها جابت راجل طلع #سيكو_سيكو,1,arabic
"Haben Sie das auch gehört? Hat Herr Klingbeil gerade gesagt, deutsche Stärken sind moderne Bildung, bezahlbares Wohnen und digitale Infrastruktur? Er war aber schon in Deutschland, oder? Ja.",1,german
学那些乱七八糟的有啥用啊,1,chinese
I refuse to work under someone for the rest of my life. I WILL have my own business and be my OWN boss. Speaking it into existence,0,english
그러니까 그런 부적절한 언어들이 영화를 훨씬 더 재미있게 만드는 거죠.,0,korean
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1,english
my grandma is watching the great gatsby and she said that commercials are becoming so stupid but it was a scene from the movie.,0,english
someone get on a plane with me and lets just tour someplace for like 4 days please,0,english
user #احمد_شفيق اضعف من ان يواجه #السيسي ﻷنه عجز عن الدفاع عن نفسه أصﻻو لكن ﻻ مانع من استبداله بالسيسي فلن يصعب سحقه هو ايضا,1,arabic
个人英雄主义思想这么严重呢,1,chinese
finding vegetarian chocolate mousse is such an annoyingly hard task to do,0,english
